"dist","mpc1","mpc2","mpc3"
2021,359.481064570522,358.869927689685,412.721417265278
2031,359.462086713614,358.869927689685,412.52457991564
2041,359.443698183032,358.869927689685,412.329370413336
2051,359.42588067821,358.869927689685,412.135767982817
2061,359.408616466877,358.869927689685,411.943752204778
2071,359.391888367409,358.869927689685,411.753303008527
2081,359.375679731726,358.869927689685,411.564400664543
2091,359.359974428731,358.869927689685,411.377025777228
2101,359.34475682825,358.869927689685,411.191159277838
2111,359.330011785477,358.869927689685,411.0067824176
2121,359.315724625907,358.869927689685,410.823876760997
2131,359.301881130724,358.869927689685,410.642424179223
2141,359.288467522657,358.869927689685,410.462406843801
2151,359.275470452263,358.869927689685,410.283807220362
2161,359.262876984646,358.869927689685,410.106608062576
2171,359.250674586581,358.869927689685,409.930792406234
2181,359.238851114043,358.869927689685,409.756343563474
2191,359.227394800119,358.869927689685,409.583245117149
2201,359.216294243297,358.869927689685,409.411480915335
2211,359.205538396124,358.869927689685,409.241035065968
2221,359.195116554204,358.869927689685,409.071891931614
2231,359.18501834555,358.869927689685,408.904036124362
2241,359.175233720259,358.869927689685,408.737452500844
2251,359.165752940514,358.869927689685,408.572126157368
2261,359.156566570887,358.869927689685,408.408042425175
2271,359.147665468953,358.869927689685,408.245186865797
2281,359.13904077619,358.869927689685,408.083545266539
2291,359.130683909164,358.869927689685,407.923103636053
2301,359.122586550984,358.869927689685,407.763848200027
2311,359.114740643027,358.869927689685,407.605765396968
2321,359.107138376917,358.869927689685,407.448841874085
2331,359.099772186754,358.869927689685,407.293064483267
2341,359.092634741587,358.869927689685,407.138420277158
2351,359.085718938113,358.869927689685,406.984896505312
2361,359.079017893612,358.869927689685,406.832480610449
2371,359.072524939095,358.869927689685,406.681160224785
2381,359.066233612667,358.869927689685,406.530923166454
2391,359.060137653099,358.869927689685,406.381757436006
2401,359.05423099359,358.869927689685,406.233651212985
2411,359.048507755738,358.869927689685,406.086592852583
2421,359.042962243682,358.869927689685,405.940570882375
2431,359.037588938439,358.869927689685,405.795573999116
2441,359.032382492408,358.869927689685,405.65159106562
2451,359.027337724048,358.869927689685,405.508611107701
2461,359.022449612723,358.869927689685,405.366623311182
2471,359.017713293706,358.869927689685,405.225617018976
2481,359.013124053334,358.869927689685,405.085581728224
2491,359.008677324321,358.869927689685,404.946507087497
2501,359.004368681209,358.869927689685,404.808382894061
2511,359.000193835966,358.869927689685,404.671199091199
2521,358.996148633718,358.869927689685,404.534945765594
2531,358.992229048614,358.869927689685,404.399613144761
2541,358.988431179818,358.869927689685,404.265191594547
2551,358.984751247631,358.869927689685,404.131671616667
2561,358.981185589722,358.869927689685,403.99904384631
2571,358.977730657492,358.869927689685,403.867299049781
2581,358.974383012534,358.869927689685,403.736428122207
2591,358.971139323219,358.869927689685,403.606422085274
2601,358.967996361374,358.869927689685,403.47727208503
2611,358.964950999072,358.869927689685,403.348969389719
2621,358.962000205518,358.869927689685,403.221505387671
2631,358.959141044035,358.869927689685,403.094871585226
2641,358.956370669138,358.869927689685,402.96905960471
2651,358.953686323705,358.869927689685,402.844061182445
2661,358.951085336232,358.869927689685,402.719868166809
2671,358.948565118174,358.869927689685,402.596472516323
2681,358.946123161368,358.869927689685,402.47386629779
2691,358.943757035539,358.869927689685,402.352041684464
2701,358.941464385881,358.869927689685,402.230990954257
2711,358.93924293071,358.869927689685,402.110706487987
2721,358.937090459198,358.869927689685,401.991180767653
2731,358.935004829171,358.869927689685,401.872406374752
2741,358.932983964975,358.869927689685,401.754375988627
2751,358.931025855414,358.869927689685,401.637082384848
2761,358.929128551744,358.869927689685,401.520518433622
2771,358.927290165739,358.869927689685,401.404677098241
2781,358.925508867807,358.869927689685,401.289551433556
2791,358.923782885169,358.869927689685,401.175134584481
2801,358.922110500102,358.869927689685,401.061419784527
2811,358.920490048219,358.869927689685,400.94840035437
2821,358.918919916821,358.869927689685,400.836069700432
2831,358.917398543287,358.869927689685,400.724421313511
2841,358.915924413521,358.869927689685,400.613448767417
2851,358.914496060446,358.869927689685,400.503145717646
2861,358.913112062541,358.869927689685,400.393505900079
2871,358.911771042428,358.869927689685,400.284523129701
2881,358.910471665503,358.869927689685,400.176191299347
2891,358.909212638605,358.869927689685,400.068504378472
2901,358.907992708729,358.869927689685,399.961456411948
2911,358.906810661781,358.869927689685,399.855041518873
2921,358.905665321369,358.869927689685,399.749253891415
2931,358.904555547632,358.869927689685,399.644087793671
2941,358.903480236104,358.869927689685,399.539537560547
2951,358.902438316618,358.869927689685,399.435597596661
2961,358.901428752238,358.869927689685,399.332262375267
2971,358.90045053823,358.869927689685,399.229526437198
2981,358.899502701059,358.869927689685,399.127384389824
2991,358.898584297423,358.869927689685,399.025830906042
3001,358.89769441331,358.869927689685,398.924860723266
3011,358.896832163093,358.869927689685,398.824468642455
3021,358.895996688648,358.869927689685,398.724649527142
3031,358.895187158496,358.869927689685,398.625398302494
3041,358.894402766979,358.869927689685,398.526709954379
3051,358.89364273346,358.869927689685,398.428579528456
3061,358.892906301538,358.869927689685,398.331002129279
3071,358.892192738307,358.869927689685,398.233972919417
3081,358.891501333615,358.869927689685,398.137487118592
3091,358.890831399365,358.869927689685,398.04154000283
3101,358.890182268829,358.869927689685,397.946126903626
3111,358.889553295981,358.869927689685,397.851243207129
3121,358.888943854856,358.869927689685,397.756884353337
3131,358.888353338929,358.869927689685,397.663045835306
3141,358.887781160509,358.869927689685,397.569723198377
3151,358.887226750155,358.869927689685,397.476912039411
3161,358.886689556108,358.869927689685,397.384608006042
3171,358.886169043744,358.869927689685,397.292806795942
3181,358.885664695041,358.869927689685,397.201504156098
3191,358.885176008063,358.869927689685,397.1106958821
3201,358.884702496459,358.869927689685,397.020377817444
3211,358.884243688985,358.869927689685,396.930545852848
3221,358.883799129027,358.869927689685,396.841195925574
3231,358.883368374151,358.869927689685,396.752324018768
3241,358.882950995664,358.869927689685,396.663926160811
3251,358.882546578184,358.869927689685,396.575998424674
3261,358.882154719228,358.869927689685,396.48853692729
3271,358.881775028811,358.869927689685,396.401537828939
3281,358.88140712906,358.869927689685,396.314997332637
3291,358.881050653833,358.869927689685,396.228911683537
3301,358.880705248363,358.869927689685,396.143277168345
3311,358.880370568894,358.869927689685,396.058090114738
3321,358.88004628235,358.869927689685,395.973346890798
3331,358.879732065994,358.869927689685,395.889043904453
3341,358.879427607113,358.869927689685,395.805177602929
3351,358.879132602705,358.869927689685,395.721744472205
3361,358.878846759177,358.869927689685,395.638741036486
3371,358.878569792053,358.869927689685,395.556163857679
3381,358.87830142569,358.869927689685,395.474009534878
3391,358.878041393005,358.869927689685,395.39227470386
3401,358.877789435211,358.869927689685,395.310956036584
3411,358.877545301554,358.869927689685,395.230050240707
3421,358.877308749068,358.869927689685,395.149554059099
3431,358.877079542334,358.869927689685,395.069464269369
3441,358.87685745324,358.869927689685,394.989777683404
3451,358.87664226076,358.869927689685,394.910491146903
3461,358.87643375073,358.869927689685,394.831601538931
3471,358.876231715639,358.869927689685,394.753105771478
3481,358.876035954417,358.869927689685,394.675000789013
3491,358.87584627224,358.869927689685,394.597283568065
3501,358.875662480333,358.869927689685,394.519951116791
3511,358.875484395783,358.869927689685,394.443000474566
3521,358.875311841358,358.869927689685,394.366428711571
3531,358.875144645328,358.869927689685,394.29023292839
3541,358.874982641298,358.869927689685,394.214410255615
3551,358.874825668038,358.869927689685,394.13895785345
3561,358.874673569326,358.869927689685,394.063872911335
3571,358.874526193791,358.869927689685,393.989152647559
3581,358.874383394763,358.869927689685,393.914794308894
3591,358.874245030125,358.869927689685,393.840795170225
3601,358.874110962174,358.869927689685,393.76715253419
3611,358.873981057485,358.869927689685,393.693863730822
3621,358.873855186773,358.869927689685,393.620926117205
3631,358.873733224771,358.869927689685,393.548337077122
3641,358.873615050099,358.869927689685,393.476094020721
3651,358.873500545148,358.869927689685,393.404194384177
3661,358.873389595962,358.869927689685,393.332635629368
3671,358.873282092121,358.869927689685,393.261415243544
3681,358.873177926636,358.869927689685,393.190530739016
3691,358.873076995841,358.869927689685,393.119979652832
3701,358.872979199286,358.869927689685,393.049759546478
3711,358.872884439643,358.869927689685,392.979868005565
3721,358.872792622606,358.869927689685,392.910302639531
3731,358.872703656797,358.869927689685,392.841061081346
3741,358.872617453676,358.869927689685,392.772140987223
3751,358.872533927451,358.869927689685,392.703540036324
3761,358.872452994997,358.869927689685,392.635255930484
3771,358.872374575769,358.869927689685,392.567286393928
3781,358.872298591721,358.869927689685,392.499629172999
3791,358.872224967234,358.869927689685,392.432282035887
3801,358.872153629034,358.869927689685,392.365242772361
3811,358.872084506126,358.869927689685,392.29850919351
3821,358.872017529717,358.869927689685,392.232079131479
3831,358.871952633151,358.869927689685,392.16595043922
3841,358.871889751841,358.869927689685,392.100120990234
3851,358.871828823208,358.869927689685,392.034588678331
3861,358.871769786614,358.869927689685,391.969351417379
3871,358.871712583305,358.869927689685,391.90440714107
3881,358.871657156351,358.869927689685,391.839753802677
3891,358.871603450591,358.869927689685,391.775389374825
3901,358.871551412575,358.869927689685,391.711311849257
3911,358.871500990514,358.869927689685,391.647519236611
3921,358.871452134229,358.869927689685,391.584009566192
3931,358.871404795095,358.869927689685,391.520780885757
3941,358.871358926001,358.869927689685,391.457831261292
3951,358.871314481297,358.869927689685,391.395158776799
3961,358.87127141675,358.869927689685,391.33276153409
3971,358.871229689502,358.869927689685,391.270637652571
3981,358.871189258026,358.869927689685,391.208785269041
3991,358.871150082084,358.869927689685,391.14720253749
4001,358.871112122686,358.869927689685,391.085887628897
4011,358.871075342055,358.869927689685,391.024838731036
4021,358.871039703586,358.869927689685,390.964054048277
4031,358.871005171812,358.869927689685,390.903531801401
4041,358.870971712366,358.869927689685,390.843270227407
4051,358.870939291948,358.869927689685,390.783267579327
4061,358.870907878293,358.869927689685,390.723522126042
4071,358.870877440138,358.869927689685,390.664032152103
4081,358.87084794719,358.869927689685,390.604795957549
4091,358.870819370098,358.869927689685,390.545811857734
4101,358.87079168042,358.869927689685,390.487078183151
4111,358.8707648506,358.869927689685,390.428593279264
4121,358.870738853936,358.869927689685,390.370355506335
4131,358.870713664556,358.869927689685,390.312363239261
4141,358.870689257391,358.869927689685,390.254614867405
4151,358.870665608151,358.869927689685,390.197108794439
4161,358.870642693299,358.869927689685,390.139843438182
4171,358.870620490031,358.869927689685,390.08281723044
4181,358.870598976248,358.869927689685,390.026028616852
4191,358.870578130541,358.869927689685,389.969476056738
4201,358.870557932164,358.869927689685,389.913158022946
4211,358.870538361014,358.869927689685,389.8570730017
4221,358.870519397614,358.869927689685,389.801219492457
4231,358.870501023091,358.869927689685,389.745596007758
4241,358.87048321916,358.869927689685,389.690201073086
4251,358.8704659681,358.869927689685,389.635033226723
4261,358.870449252743,358.869927689685,389.580091019611
4271,358.870433056455,358.869927689685,389.525373015214
4281,358.870417363116,358.869927689685,389.470877789382
4291,358.870402157108,358.869927689685,389.416603930213
4301,358.870387423298,358.869927689685,389.362550037928
4311,358.870373147022,358.869927689685,389.30871472473
4321,358.870359314073,358.869927689685,389.255096614685
4331,358.870345910683,358.869927689685,389.201694343586
4341,358.870332923513,358.869927689685,389.148506558831
4351,358.870320339639,358.869927689685,389.095531919299
4361,358.870308146537,358.869927689685,389.042769095226
4371,358.870296332071,358.869927689685,388.990216768084
4381,358.870284884484,358.869927689685,388.937873630462
4391,358.870273792384,358.869927689685,388.885738385949
4401,358.87026304473,358.869927689685,388.833809749013
4411,358.870252630827,358.869927689685,388.782086444892
4421,358.870242540311,358.869927689685,388.730567209475
4431,358.87023276314,358.869927689685,388.679250789195
4441,358.870223289582,358.869927689685,388.628135940914
4451,358.870214110211,358.869927689685,388.577221431816
4461,358.870205215889,358.869927689685,388.526506039298
4471,358.870196597767,358.869927689685,388.475988550863
4481,358.870188247266,358.869927689685,388.425667764017
4491,358.870180156076,358.869927689685,388.375542486164
4501,358.870172316145,358.869927689685,388.325611534501
4511,358.87016471967,358.869927689685,388.275873735921
4521,358.870157359091,358.869927689685,388.226327926908
4531,358.870150227083,358.869927689685,388.176972953444
4541,358.870143316548,358.869927689685,388.127807670905
4551,358.870136620608,358.869927689685,388.07883094397
4561,358.8701301326,358.869927689685,388.030041646523
4571,358.870123846066,358.869927689685,387.981438661559
4581,358.87011775475,358.869927689685,387.933020881093
4591,358.870111852591,358.869927689685,387.884787206065
4601,358.870106133713,358.869927689685,387.836736546253
4611,358.870100592425,358.869927689685,387.788867820182
4621,358.870095223213,358.869927689685,387.741179955034
4631,358.870090020733,358.869927689685,387.693671886564
4641,358.870084979808,358.869927689685,387.646342559009
4651,358.87008009542,358.869927689685,387.599190925009
4661,358.870075362709,358.869927689685,387.552215945517
4671,358.870070776965,358.869927689685,387.505416589719
4681,358.870066333623,358.869927689685,387.458791834951
4691,358.870062028262,358.869927689685,387.412340666619
4701,358.870057856597,358.869927689685,387.366062078116
4711,358.870053814477,358.869927689685,387.319955070745
4721,358.870049897877,358.869927689685,387.274018653641
4731,358.870046102902,358.869927689685,387.228251843691
4741,358.870042425773,358.869927689685,387.182653665461
4751,358.870038862831,358.869927689685,387.137223151118
4761,358.870035410531,358.869927689685,387.091959340356
4771,358.870032065436,358.869927689685,387.046861280323
4781,358.870028824218,358.869927689685,387.001928025547
4791,358.87002568365,358.869927689685,386.957158637864
4801,358.870022640608,358.869927689685,386.912552186347
4811,358.870019692062,358.869927689685,386.868107747238
4821,358.870016835079,358.869927689685,386.823824403875
4831,358.870014066814,358.869927689685,386.779701246623
4841,358.870011384514,358.869927689685,386.735737372811
4851,358.870008785508,358.869927689685,386.691931886659
4861,358.870006267209,358.869927689685,386.648283899216
4871,358.870003827113,358.869927689685,386.604792528291
4881,358.870001462789,358.869927689685,386.561456898392
4891,358.869999171886,358.869927689685,386.518276140658
4901,358.869996952123,358.869927689685,386.475249392798
4911,358.869994801292,358.869927689685,386.432375799029
4921,358.86999271725,358.869927689685,386.389654510011
4931,358.869990697926,358.869927689685,386.347084682789
4941,358.869988741308,358.869927689685,386.304665480733
4951,358.869986845449,358.869927689685,386.262396073473
4961,358.869985008464,358.869927689685,386.220275636847
4971,358.869983228523,358.869927689685,386.178303352837
4981,358.869981503855,358.869927689685,386.136478409513
4991,358.869979832744,358.869927689685,386.094800000978
5001,358.869978213526,358.869927689685,386.053267327309
5011,358.869976644591,358.869927689685,386.011879594502
5021,358.869975124377,358.869927689685,385.970636014416
5031,358.86997365137,358.869927689685,385.929535804719
5041,358.869972224105,358.869927689685,385.888578188835
5051,358.869970841161,358.869927689685,385.847762395891
5061,358.869969501163,358.869927689685,385.80708766066
5071,358.869968202776,358.869927689685,385.766553223514
5081,358.869966944708,358.869927689685,385.72615833037
5091,358.869965725707,358.869927689685,385.685902232639
5101,358.869964544561,358.869927689685,385.645784187176
5111,358.869963400093,358.869927689685,385.60580345623
5121,358.869962291164,358.869927689685,385.565959307393
5131,358.869961216672,358.869927689685,385.526251013555
5141,358.869960175546,358.869927689685,385.486677852853
5151,358.869959166751,358.869927689685,385.447239108622
5161,358.869958189282,358.869927689685,385.407934069351
5171,358.869957242167,358.869927689685,385.368762028636
5181,358.869956324463,358.869927689685,385.32972228513
5191,358.869955435257,358.869927689685,385.290814142501
5201,358.869954573663,358.869927689685,385.252036909386
5211,358.869953738825,358.869927689685,385.213389899348
5221,358.869952929912,358.869927689685,385.174872430826
5231,358.869952146118,358.869927689685,385.136483827097
5241,358.869951386664,358.869927689685,385.098223416233
5251,358.869950650793,358.869927689685,385.060090531052
5261,358.869949937773,358.869927689685,385.022084509083
5271,358.869949246895,358.869927689685,384.984204692519
5281,358.869948577471,358.869927689685,384.946450428179
5291,358.869947928835,358.869927689685,384.908821067464
5301,358.869947300341,358.869927689685,384.87131596632
5311,358.869946691364,358.869927689685,384.833934485193
5321,358.869946101298,358.869927689685,384.796675988994
5331,358.869945529556,358.869927689685,384.759539847057
5341,358.869944975568,358.869927689685,384.722525433102
5351,358.869944438783,358.869927689685,384.685632125195
5361,358.869943918667,358.869927689685,384.648859305711
5371,358.869943414703,358.869927689685,384.612206361294
5381,358.869942926388,358.869927689685,384.575672682824
5391,358.869942453237,358.869927689685,384.539257665377
5401,358.869941994779,358.869927689685,384.50296070819
5411,358.869941550558,358.869927689685,384.466781214622
5421,358.869941120131,358.869927689685,384.430718592123
5431,358.86994070307,358.869927689685,384.394772252196
5441,358.869940298961,358.869927689685,384.358941610362
5451,358.869939907401,358.869927689685,384.323226086124
5461,358.869939527999,358.869927689685,384.287625102938
5471,358.86993916038,358.869927689685,384.252138088172
5481,358.869938804176,358.869927689685,384.216764473078
5491,358.869938459034,358.869927689685,384.181503692758
5501,358.869938124609,358.869927689685,384.146355186127
5511,358.86993780057,358.869927689685,384.111318395886
5521,358.869937486593,358.869927689685,384.076392768487
5531,358.869937182366,358.869927689685,384.0415777541
5541,358.869936887586,358.869927689685,384.006872806586
5551,358.86993660196,358.869927689685,383.972277383459
5561,358.869936325204,358.869927689685,383.937790945862
5571,358.869936057042,358.869927689685,383.903412958532
5581,358.869935797208,358.869927689685,383.869142889772
5591,358.869935545442,358.869927689685,383.83498021142
5601,358.869935301494,358.869927689685,383.800924398818
5611,358.869935065122,358.869927689685,383.766974930786
5621,358.86993483609,358.869927689685,383.733131289591
5631,358.86993461417,358.869927689685,383.699392960919
5641,358.869934399141,358.869927689685,383.665759433844
5651,358.86993419079,358.869927689685,383.632230200802
5661,358.869933988909,358.869927689685,383.598804757566
5671,358.869933793297,358.869927689685,383.565482603211
5681,358.869933603759,358.869927689685,383.532263240095
5691,358.869933420107,358.869927689685,383.499146173824
5701,358.869933242158,358.869927689685,383.466130913233
5711,358.869933069736,358.869927689685,383.433216970351
5721,358.869932902667,358.869927689685,383.400403860384
5731,358.869932740786,358.869927689685,383.367691101681
5741,358.869932583933,358.869927689685,383.335078215713
5751,358.86993243195,358.869927689685,383.302564727045
5761,358.869932284686,358.869927689685,383.270150163313
5771,358.869932141996,358.869927689685,383.237834055198
5781,358.869932003737,358.869927689685,383.205615936398
5791,358.869931869771,358.869927689685,383.173495343611
5801,358.869931739965,358.869927689685,383.141471816504
5811,358.869931614191,358.869927689685,383.109544897689
5821,358.869931492321,358.869927689685,383.077714132706
5831,358.869931374237,358.869927689685,383.045979069991
