"pa","mpc1","mpc2","mpc3"
8671,807427.950786322,807427.950786322,807427.950786322
8681,808825.126489651,808825.126489651,808825.126489651
8691,810223.107156911,810223.107156911,810223.107156911
8701,811621.892324868,811621.892324868,811621.892324868
8711,813021.481531085,813021.481531085,813021.481531085
8721,814421.874313921,814421.874313921,814421.874313921
8731,815823.070212531,815823.070212531,815823.070212531
8741,817225.068766861,817225.068766861,817225.068766861
8751,818627.869517646,818627.869517646,818627.869517646
8761,820031.47200641,820031.47200641,820031.47200641
8771,821435.875775462,821435.875775462,821435.875775462
8781,822841.080367892,822841.080367892,822841.080367892
8791,824247.085327573,824247.085327573,824247.085327573
8801,825653.890199156,825653.890199156,825653.890199156
8811,827061.494528067,827061.494528067,827061.494528067
8821,828469.897860508,828469.897860508,828469.897860508
8831,829879.099743451,829879.099743451,829879.099743451
8841,831289.099724639,831289.099724639,831289.099724639
8851,832699.897352582,832699.897352582,832699.897352582
8861,834111.492176555,834111.492176555,834111.492176555
8871,835523.883746599,835523.883746599,835523.883746599
8881,836937.071613512,836937.071613512,836937.071613512
8891,838351.055328852,838351.055328852,838351.055328852
8901,839765.834444936,839765.834444936,839765.834444936
8911,841181.408514834,841181.408514834,841181.408514834
8921,842597.777092368,842597.777092368,842597.777092368
8931,844014.939732112,844014.939732112,844014.939732112
8941,845432.895989386,845432.895989386,845432.895989386
8951,846851.645420259,846851.645420259,846851.645420259
8961,848271.187581542,848271.187581542,848271.187581542
8971,849691.52203079,849691.52203079,849691.52203079
8981,851112.648326295,851112.648326295,851112.648326295
8991,852534.566027091,852534.566027091,852534.566027091
9001,853957.274692944,853957.274692944,853957.274692944
9011,855380.773884356,855380.773884356,855380.773884356
9021,856805.063162561,856805.063162561,856805.063162561
9031,858230.142089521,858230.142089521,858230.142089521
9041,859656.010227928,859656.010227928,859656.010227928
9051,861082.667141199,861082.667141199,861082.667141199
9061,862510.112393472,862510.112393472,862510.112393472
9071,863938.345549611,863938.345549611,863938.345549611
9081,865367.366175198,865367.366175198,865367.366175198
9091,866797.173836533,866797.173836533,866797.173836533
9101,868227.768100629,868227.768100629,868227.768100629
9111,869659.148535218,869659.148535218,869659.148535218
9121,871091.314708739,871091.314708739,871091.314708739
9131,872524.266190345,872524.266190345,872524.266190345
9141,873958.002549894,873958.002549894,873958.002549894
9151,875392.523357951,875392.523357951,875392.523357951
9161,876827.828185785,876827.828185785,876827.828185785
9171,878263.916605367,878263.916605367,878263.916605367
9181,879700.788189371,879700.788189371,879700.788189371
9191,881138.442511164,881138.442511164,881138.442511164
9201,882576.879144814,882576.879144814,882576.879144814
9211,884016.097665082,884016.097665082,884016.097665082
9221,885456.097647422,885456.097647422,885456.097647422
9231,886896.878667977,886896.878667977,886896.878667977
9241,888338.440303582,888338.440303582,888338.440303582
9251,889780.782131756,889780.782131756,889780.782131756
9261,891223.903730707,891223.903730707,891223.903730707
9271,892667.804679322,892667.804679322,892667.804679322
9281,894112.484557173,894112.484557173,894112.484557173
9291,895557.942944509,895557.942944509,895557.942944509
9301,897004.179422259,897004.179422259,897004.179422259
9311,898451.193572027,898451.193572027,898451.193572027
9321,899898.984976092,899898.984976092,899898.984976092
9331,901347.553217404,901347.553217404,901347.553217404
9341,902796.897879584,902796.897879584,902796.897879584
9351,904247.018546923,904247.018546923,904247.018546923
9361,905697.914804379,905697.914804379,905697.914804379
9371,907149.586237573,907149.586237573,907149.586237573
9381,908602.032432792,908602.032432792,908602.032432792
9391,910055.252976983,910055.252976983,910055.252976983
9401,911509.247457754,911509.247457754,911509.247457754
9411,912964.01546337,912964.01546337,912964.01546337
9421,914419.556582754,914419.556582754,914419.556582754
9431,915875.870405482,915875.870405482,915875.870405482
9441,917332.956521785,917332.956521785,917332.956521785
9451,918790.814522544,918790.814522544,918790.814522544
9461,920249.443999289,920249.443999289,920249.443999289
9471,921708.844544198,921708.844544198,921708.844544198
9481,923169.015750095,923169.015750095,923169.015750095
9491,924629.957210451,924629.957210451,924629.957210451
9501,926091.668519375,926091.668519375,926091.668519375
9511,927554.149271621,927554.149271621,927554.149271621
9521,929017.399062579,929017.399062579,929017.399062579
9531,930481.417488281,930481.417488281,930481.417488281
9541,931946.20414539,931946.20414539,931946.20414539
9551,933411.758631206,933411.758631206,933411.758631206
9561,934878.080543661,934878.080543661,934878.080543661
9571,936345.169481319,936345.169481319,936345.169481319
9581,937813.025043372,937813.025043372,937813.025043372
9591,939281.64682964,939281.64682964,939281.64682964
9601,940751.034440569,940751.034440569,940751.034440569
9611,942221.187477229,942221.187477229,942221.187477229
9621,943692.105541315,943692.105541315,943692.105541315
9631,945163.78823514,945163.78823514,945163.78823514
9641,946636.235161638,946636.235161638,946636.235161638
9651,948109.445924362,948109.445924362,948109.445924362
9661,949583.420127479,949583.420127479,949583.420127479
9671,951058.157375773,951058.157375773,951058.157375773
9681,952533.657274639,952533.657274639,952533.657274639
9691,954009.919430086,954009.919430086,954009.919430086
9701,955486.943448732,955486.943448732,955486.943448732
9711,956964.728937802,956964.728937802,956964.728937802
9721,958443.275505129,958443.275505129,958443.275505129
9731,959922.582759151,959922.582759151,959922.582759151
9741,961402.650308912,961402.650308912,961402.650308912
9751,962883.477764054,962883.477764054,962883.477764054
9761,964365.064734823,964365.064734823,964365.064734823
9771,965847.410832063,965847.410832063,965847.410832063
9781,967330.515667215,967330.515667215,967330.515667215
9791,968814.378852317,968814.378852317,968814.378852317
9801,970299,970299,970299
9811,971784.37872349,971784.37872349,971784.37872349
9821,973270.514636604,973270.514636604,973270.514636604
9831,974757.407353748,974757.407353748,974757.407353748
9841,976245.056489916,976245.056489916,976245.056489916
9851,977733.461660692,977733.461660692,977733.461660692
9861,979222.622482242,979222.622482242,979222.622482242
9871,980712.538571318,980712.538571318,980712.538571318
9881,982203.209545255,982203.209545255,982203.209545255
9891,983694.635021967,983694.635021967,983694.635021967
9901,985186.814619948,985186.814619948,985186.814619948
9911,986679.747958272,986679.747958272,986679.747958272
9921,988173.434656589,988173.434656589,988173.434656589
9931,989667.874335123,989667.874335123,989667.874335123
9941,991163.066614672,991163.066614672,991163.066614672
9951,992659.011116607,992659.011116607,992659.011116607
9961,994155.70746287,994155.70746287,994155.70746287
9971,995653.155275973,995653.155275973,995653.155275973
9981,997151.354178993,997151.354178993,997151.354178993
9991,998650.303795578,998650.303795578,998650.303795578
10001,1000150.00374994,1000150.00374994,1000150.00374994
10011,1001650.45366685,1001650.45366685,1001650.45366685
10021,1003151.65317164,1003151.65317164,1003151.65317164
10031,1004653.60189022,1004653.60189022,1004653.60189022
10041,1006156.29944905,1006156.29944905,1006156.29944905
10051,1007659.74547513,1007659.74547513,1007659.74547513
10061,1009163.93959604,1009163.93959604,1009163.93959604
10071,1010668.88143991,1010668.88143991,1010668.88143991
10081,1012174.57063542,1012174.57063542,1012174.57063542
10091,1013681.00681181,1013681.00681181,1013681.00681181
10101,1015188.18959885,1015188.18959885,1015188.18959885
10111,1016696.1186269,1016696.1186269,1016696.1186269
10121,1018204.79352682,1018204.79352682,1018204.79352682
10131,1019714.21393006,1019714.21393006,1019714.21393006
10141,1021224.37946859,1021224.37946859,1021224.37946859
10151,1022735.28977493,1022735.28977493,1022735.28977493
10161,1024246.94448214,1024246.94448214,1024246.94448214
10171,1025759.34322384,1025759.34322384,1025759.34322384
10181,1027272.48563417,1027272.48563417,1027272.48563417
10191,1028786.37134781,1028786.37134781,1028786.37134781
10201,1030301,1030301,1030301
10211,1031816.37122649,1031816.37122649,1031816.37122649
10221,1033332.48466358,1033332.48466358,1033332.48466358
10231,1034849.33994809,1034849.33994809,1034849.33994809
10241,1036366.9367174,1036366.9367174,1036366.9367174
10251,1037885.27460939,1037885.27460939,1037885.27460939
10261,1039404.35326248,1039404.35326248,1039404.35326248
10271,1040924.17231564,1040924.17231564,1040924.17231564
10281,1042444.73140834,1042444.73140834,1042444.73140834
10291,1043966.03018058,1043966.03018058,1043966.03018058
10301,1045488.0682729,1045488.0682729,1045488.0682729
10311,1047010.84532635,1047010.84532635,1047010.84532635
10321,1048534.36098251,1048534.36098251,1048534.36098251
10331,1050058.61488347,1050058.61488347,1050058.61488347
10341,1051583.60667186,1051583.60667186,1051583.60667186
10351,1053109.33599081,1053109.33599081,1053109.33599081
10361,1054635.80248397,1054635.80248397,1054635.80248397
10371,1056163.00579551,1056163.00579551,1056163.00579551
10381,1057690.94557011,1057690.94557011,1057690.94557011
10391,1059219.62145298,1059219.62145298,1059219.62145298
10401,1060749.03308983,1060749.03308983,1060749.03308983
10411,1062279.18012686,1062279.18012686,1062279.18012686
10421,1063810.06221083,1063810.06221083,1063810.06221083
10431,1065341.67898895,1065341.67898895,1065341.67898895
10441,1066874.03010899,1066874.03010899,1066874.03010899
10451,1068407.11521919,1068407.11521919,1068407.11521919
10461,1069940.93396832,1069940.93396832,1069940.93396832
10471,1071475.48600563,1071475.48600563,1071475.48600563
10481,1073010.77098089,1073010.77098089,1073010.77098089
10491,1074546.78854436,1074546.78854436,1074546.78854436
10501,1076083.53834681,1076083.53834681,1076083.53834681
10511,1077621.02003951,1077621.02003951,1077621.02003951
10521,1079159.23327422,1079159.23327422,1079159.23327422
10531,1080698.17770319,1080698.17770319,1080698.17770319
10541,1082237.85297919,1082237.85297919,1082237.85297919
10551,1083778.25875545,1083778.25875545,1083778.25875545
10561,1085319.39468573,1085319.39468573,1085319.39468573
10571,1086861.26042425,1086861.26042425,1086861.26042425
10581,1088403.85562575,1088403.85562575,1088403.85562575
10591,1089947.17994543,1089947.17994543,1089947.17994543
10601,1091491.233039,1091491.233039,1091491.233039
10611,1093036.01456265,1093036.01456265,1093036.01456265
10621,1094581.52417305,1094581.52417305,1094581.52417305
10631,1096127.76152737,1096127.76152737,1096127.76152737
10641,1097674.72628325,1097674.72628325,1097674.72628325
10651,1099222.41809881,1099222.41809881,1099222.41809881
10661,1100770.83663268,1100770.83663268,1100770.83663268
10671,1102319.98154393,1102319.98154393,1102319.98154393
10681,1103869.85249213,1103869.85249213,1103869.85249213
10691,1105420.44913734,1105420.44913734,1105420.44913734
10701,1106971.77114008,1106971.77114008,1106971.77114008
10711,1108523.81816134,1108523.81816134,1108523.81816134
10721,1110076.58986261,1110076.58986261,1110076.58986261
10731,1111630.08590583,1111630.08590583,1111630.08590583
10741,1113184.30595342,1113184.30595342,1113184.30595342
10751,1114739.24966828,1114739.24966828,1114739.24966828
10761,1116294.91671377,1116294.91671377,1116294.91671377
10771,1117851.30675372,1117851.30675372,1117851.30675372
10781,1119408.41945244,1119408.41945244,1119408.41945244
10791,1120966.25447468,1120966.25447468,1120966.25447468
10801,1122524.8114857,1122524.8114857,1122524.8114857
10811,1124084.09015118,1124084.09015118,1124084.09015118
10821,1125644.09013729,1125644.09013729,1125644.09013729
10831,1127204.81111065,1127204.81111065,1127204.81111065
10841,1128766.25273836,1128766.25273836,1128766.25273836
10851,1130328.41468796,1130328.41468796,1130328.41468796
10861,1131891.29662746,1131891.29662746,1131891.29662746
10871,1133454.89822533,1133454.89822533,1133454.89822533
10881,1135019.2191505,1135019.2191505,1135019.2191505
10891,1136584.25907233,1136584.25907233,1136584.25907233
10901,1138150.01766068,1138150.01766068,1138150.01766068
10911,1139716.49458582,1139716.49458582,1139716.49458582
10921,1141283.68951852,1141283.68951852,1141283.68951852
10931,1142851.60212995,1142851.60212995,1142851.60212995
10941,1144420.23209178,1144420.23209178,1144420.23209178
10951,1145989.57907609,1145989.57907609,1145989.57907609
10961,1147559.64275544,1147559.64275544,1147559.64275544
10971,1149130.42280283,1149130.42280283,1149130.42280283
10981,1150701.91889168,1150701.91889168,1150701.91889168
10991,1152274.1306959,1152274.1306959,1152274.1306959
11001,1153847.05788982,1153847.05788982,1153847.05788982
11011,1155420.70014822,1155420.70014822,1155420.70014822
11021,1156995.05714631,1156995.05714631,1156995.05714631
11031,1158570.12855977,1158570.12855977,1158570.12855977
11041,1160145.91406469,1160145.91406469,1160145.91406469
11051,1161722.41333763,1161722.41333763,1161722.41333763
11061,1163299.62605556,1163299.62605556,1163299.62605556
11071,1164877.55189591,1164877.55189591,1164877.55189591
11081,1166456.19053653,1166456.19053653,1166456.19053653
11091,1168035.54165573,1168035.54165573,1168035.54165573
11101,1169615.60493224,1169615.60493224,1169615.60493224
11111,1171196.38004521,1171196.38004521,1171196.38004521
11121,1172777.86667425,1172777.86667425,1172777.86667425
11131,1174360.06449939,1174360.06449939,1174360.06449939
11141,1175942.97320108,1175942.97320108,1175942.97320108
11151,1177526.59246023,1177526.59246023,1177526.59246023
11161,1179110.92195815,1179110.92195815,1179110.92195815
11171,1180695.96137659,1180695.96137659,1180695.96137659
11181,1182281.71039774,1182281.71039774,1182281.71039774
11191,1183868.16870418,1183868.16870418,1183868.16870418
11201,1185455.33597896,1185455.33597896,1185455.33597896
11211,1187043.21190553,1187043.21190553,1187043.21190553
11221,1188631.79616776,1188631.79616776,1188631.79616776
11231,1190221.08844996,1190221.08844996,1190221.08844996
11241,1191811.08843684,1191811.08843684,1191811.08843684
11251,1193401.79581355,1193401.79581355,1193401.79581355
11261,1194993.21026565,1194993.21026565,1194993.21026565
11271,1196585.33147912,1196585.33147912,1196585.33147912
11281,1198178.15914037,1198178.15914037,1198178.15914037
11291,1199771.6929362,1199771.6929362,1199771.6929362
11301,1201365.93255386,1201365.93255386,1201365.93255386
11311,1202960.87768098,1202960.87768098,1202960.87768098
11321,1204556.52800564,1204556.52800564,1204556.52800564
11331,1206152.8832163,1206152.8832163,1206152.8832163
11341,1207749.94300186,1207749.94300186,1207749.94300186
11351,1209347.70705162,1209347.70705162,1209347.70705162
11361,1210946.17505527,1210946.17505527,1210946.17505527
11371,1212545.34670296,1212545.34670296,1212545.34670296
11381,1214145.2216852,1214145.2216852,1214145.2216852
11391,1215745.79969293,1215745.79969293,1215745.79969293
11401,1217347.0804175,1217347.0804175,1217347.0804175
11411,1218949.06355065,1218949.06355065,1218949.06355065
11421,1220551.74878454,1220551.74878454,1220551.74878454
11431,1222155.13581173,1222155.13581173,1222155.13581173
11441,1223759.22432519,1223759.22432519,1223759.22432519
11451,1225364.01401828,1225364.01401828,1225364.01401828
11461,1226969.50458477,1226969.50458477,1226969.50458477
11471,1228575.69571883,1228575.69571883,1228575.69571883
11481,1230182.58711502,1230182.58711502,1230182.58711502
11491,1231790.17846831,1231790.17846831,1231790.17846831
11501,1233398.46947408,1233398.46947408,1233398.46947408
11511,1235007.45982808,1235007.45982808,1235007.45982808
11521,1236617.14922647,1236617.14922647,1236617.14922647
11531,1238227.53736581,1238227.53736581,1238227.53736581
11541,1239838.62394305,1239838.62394305,1239838.62394305
11551,1241450.40865554,1241450.40865554,1241450.40865554
11561,1243062.891201,1243062.891201,1243062.891201
11571,1244676.07127758,1244676.07127758,1244676.07127758
11581,1246289.9485838,1246289.9485838,1246289.9485838
11591,1247904.52281855,1247904.52281855,1247904.52281855
11601,1249519.79368116,1249519.79368116,1249519.79368116
11611,1251135.7608713,1251135.7608713,1251135.7608713
11621,1252752.42408905,1252752.42408905,1252752.42408905
11631,1254369.78303489,1254369.78303489,1254369.78303489
11641,1255987.83740966,1255987.83740966,1255987.83740966
11651,1257606.5869146,1257606.5869146,1257606.5869146
11661,1259226.03125134,1259226.03125134,1259226.03125134
11671,1260846.17012187,1260846.17012187,1260846.17012187
11681,1262467.0032286,1262467.0032286,1262467.0032286
11691,1264088.53027428,1264088.53027428,1264088.53027428
11701,1265710.75096208,1265710.75096208,1265710.75096208
11711,1267333.66499553,1267333.66499553,1267333.66499553
11721,1268957.27207854,1268957.27207854,1268957.27207854
11731,1270581.5719154,1270581.5719154,1270581.5719154
11741,1272206.56421078,1272206.56421078,1272206.56421078
11751,1273832.24866974,1273832.24866974,1273832.24866974
11761,1275458.62499769,1275458.62499769,1275458.62499769
11771,1277085.69290044,1277085.69290044,1277085.69290044
11781,1278713.45208416,1278713.45208416,1278713.45208416
11791,1280341.90225541,1280341.90225541,1280341.90225541
11801,1281971.0431211,1281971.0431211,1281971.0431211
11811,1283600.87438853,1283600.87438853,1283600.87438853
11821,1285231.39576537,1285231.39576537,1285231.39576537
11831,1286862.60695966,1286862.60695966,1286862.60695966
11841,1288494.5076798,1288494.5076798,1288494.5076798
11851,1290127.09763457,1290127.09763457,1290127.09763457
11861,1291760.37653312,1291760.37653312,1291760.37653312
11871,1293394.34408497,1293394.34408497,1293394.34408497
11881,1295029,1295029,1295029
11891,1296664.34398845,1296664.34398845,1296664.34398845
11901,1298300.37576094,1298300.37576094,1298300.37576094
11911,1299937.09502845,1299937.09502845,1299937.09502845
11921,1301574.50150232,1301574.50150232,1301574.50150232
11931,1303212.59489425,1303212.59489425,1303212.59489425
11941,1304851.37491632,1304851.37491632,1304851.37491632
11951,1306490.84128095,1306490.84128095,1306490.84128095
11961,1308130.99370094,1308130.99370094,1308130.99370094
11971,1309771.83188943,1309771.83188943,1309771.83188943
11981,1311413.35555995,1311413.35555995,1311413.35555995
11991,1313055.56442635,1313055.56442635,1313055.56442635
12001,1314698.45820287,1314698.45820287,1314698.45820287
12011,1316342.03660409,1316342.03660409,1316342.03660409
12021,1317986.29934495,1317986.29934495,1317986.29934495
12031,1319631.24614075,1319631.24614075,1319631.24614075
12041,1321276.87670715,1321276.87670715,1321276.87670715
12051,1322923.19076014,1322923.19076014,1322923.19076014
12061,1324570.1880161,1324570.1880161,1324570.1880161
12071,1326217.86819172,1326217.86819172,1326217.86819172
12081,1327866.23100409,1327866.23100409,1327866.23100409
12091,1329515.2761706,1329515.2761706,1329515.2761706
12101,1331165.00340904,1331165.00340904,1331165.00340904
12111,1332815.41243752,1332815.41243752,1332815.41243752
12121,1334466.5029745,1334466.5029745,1334466.5029745
12131,1336118.2747388,1336118.2747388,1336118.2747388
12141,1337770.72744959,1337770.72744959,1337770.72744959
12151,1339423.86082636,1339423.86082636,1339423.86082636
12161,1341077.67458899,1341077.67458899,1341077.67458899
12171,1342732.16845766,1342732.16845766,1342732.16845766
12181,1344387.34215292,1344387.34215292,1344387.34215292
12191,1346043.19539568,1346043.19539568,1346043.19539568
12201,1347699.72790715,1347699.72790715,1347699.72790715
12211,1349356.93940892,1349356.93940892,1349356.93940892
12221,1351014.8296229,1351014.8296229,1351014.8296229
12231,1352673.39827136,1352673.39827136,1352673.39827136
12241,1354332.6450769,1354332.6450769,1354332.6450769
12251,1355992.56976246,1355992.56976246,1355992.56976246
12261,1357653.17205132,1357653.17205132,1357653.17205132
12271,1359314.45166709,1359314.45166709,1359314.45166709
12281,1360976.40833374,1360976.40833374,1360976.40833374
12291,1362639.04177555,1362639.04177555,1362639.04177555
12301,1364302.35171717,1364302.35171717,1364302.35171717
12311,1365966.33788355,1365966.33788355,1365966.33788355
12321,1367631,1367631,1367631
12331,1369296.33779215,1369296.33779215,1369296.33779215
12341,1370962.35098598,1370962.35098598,1370962.35098598
12351,1372629.03930778,1372629.03930778,1372629.03930778
12361,1374296.40248419,1374296.40248419,1374296.40248419
12371,1375964.44024219,1375964.44024219,1375964.44024219
12381,1377633.15230906,1377633.15230906,1377633.15230906
12391,1379302.53841244,1379302.53841244,1379302.53841244
12401,1380972.59828028,1380972.59828028,1380972.59828028
12411,1382643.33164088,1382643.33164088,1382643.33164088
12421,1384314.73822285,1384314.73822285,1384314.73822285
12431,1385986.81775513,1385986.81775513,1385986.81775513
12441,1387659.569967,1387659.569967,1387659.569967
12451,1389332.99458805,1389332.99458805,1389332.99458805
12461,1391007.09134821,1391007.09134821,1391007.09134821
12471,1392681.85997772,1392681.85997772,1392681.85997772
12481,1394357.30020716,1394357.30020716,1394357.30020716
12491,1396033.41176743,1396033.41176743,1396033.41176743
12501,1397710.19438974,1397710.19438974,1397710.19438974
12511,1399387.64780564,1399387.64780564,1399387.64780564
12521,1401065.77174699,1401065.77174699,1401065.77174699
12531,1402744.56594599,1402744.56594599,1402744.56594599
12541,1404424.03013513,1404424.03013513,1404424.03013513
12551,1406104.16404724,1406104.16404724,1406104.16404724
12561,1407784.96741548,1407784.96741548,1407784.96741548
12571,1409466.4399733,1409466.4399733,1409466.4399733
12581,1411148.58145448,1411148.58145448,1411148.58145448
12591,1412831.39159314,1412831.39159314,1412831.39159314
12601,1414514.87012368,1414514.87012368,1414514.87012368
12611,1416199.01678083,1416199.01678083,1416199.01678083
12621,1417883.83129966,1417883.83129966,1417883.83129966
12631,1419569.31341552,1419569.31341552,1419569.31341552
12641,1421255.46286408,1421255.46286408,1421255.46286408
12651,1422942.27938135,1422942.27938135,1422942.27938135
12661,1424629.76270363,1424629.76270363,1424629.76270363
12671,1426317.91256753,1426317.91256753,1426317.91256753
12681,1428006.72870999,1428006.72870999,1428006.72870999
12691,1429696.21086824,1429696.21086824,1429696.21086824
12701,1431386.35877984,1431386.35877984,1431386.35877984
12711,1433077.17218264,1433077.17218264,1433077.17218264
12721,1434768.65081483,1434768.65081483,1434768.65081483
12731,1436460.79441487,1436460.79441487,1436460.79441487
12741,1438153.60272156,1438153.60272156,1438153.60272156
12751,1439847.07547399,1439847.07547399,1439847.07547399
12761,1441541.21241156,1441541.21241156,1441541.21241156
12771,1443236.01327399,1443236.01327399,1443236.01327399
12781,1444931.47780128,1444931.47780128,1444931.47780128
12791,1446627.60573376,1446627.60573376,1446627.60573376
12801,1448324.39681205,1448324.39681205,1448324.39681205
12811,1450021.85077708,1450021.85077708,1450021.85077708
12821,1451719.96737008,1451719.96737008,1451719.96737008
12831,1453418.74633259,1453418.74633259,1453418.74633259
12841,1455118.18740644,1455118.18740644,1455118.18740644
12851,1456818.29033377,1456818.29033377,1456818.29033377
12861,1458519.05485701,1458519.05485701,1458519.05485701
12871,1460220.48071892,1460220.48071892,1460220.48071892
12881,1461922.56766253,1461922.56766253,1461922.56766253
12891,1463625.31543117,1463625.31543117,1463625.31543117
12901,1465328.72376849,1465328.72376849,1465328.72376849
12911,1467032.79241842,1467032.79241842,1467032.79241842
12921,1468737.5211252,1468737.5211252,1468737.5211252
12931,1470442.90963335,1470442.90963335,1470442.90963335
12941,1472148.95768771,1472148.95768771,1472148.95768771
12951,1473855.66503338,1473855.66503338,1473855.66503338
12961,1475563.03141581,1475563.03141581,1475563.03141581
12971,1477271.05658068,1477271.05658068,1477271.05658068
12981,1478979.74027402,1478979.74027402,1478979.74027402
12991,1480689.08224212,1480689.08224212,1480689.08224212
13001,1482399.08223157,1482399.08223157,1482399.08223157
13011,1484109.73998926,1484109.73998926,1484109.73998926
13021,1485821.05526238,1485821.05526238,1485821.05526238
13031,1487533.02779837,1487533.02779837,1487533.02779837
13041,1489245.65734502,1489245.65734502,1489245.65734502
13051,1490958.94365036,1490958.94365036,1490958.94365036
13061,1492672.88646274,1492672.88646274,1492672.88646274
13071,1494387.48553078,1494387.48553078,1494387.48553078
13081,1496102.7406034,1496102.7406034,1496102.7406034
13091,1497818.6514298,1497818.6514298,1497818.6514298
13101,1499535.21775949,1499535.21775949,1499535.21775949
13111,1501252.43934223,1501252.43934223,1501252.43934223
13121,1502970.3159281,1502970.3159281,1502970.3159281
13131,1504688.84726743,1504688.84726743,1504688.84726743
13141,1506408.03311088,1506408.03311088,1506408.03311088
13151,1508127.87320936,1508127.87320936,1508127.87320936
13161,1509848.36731408,1509848.36731408,1509848.36731408
13171,1511569.51517653,1511569.51517653,1511569.51517653
13181,1513291.31654847,1513291.31654847,1513291.31654847
13191,1515013.77118197,1515013.77118197,1515013.77118197
13201,1516736.87882935,1516736.87882935,1516736.87882935
13211,1518460.63924324,1518460.63924324,1518460.63924324
13221,1520185.05217654,1520185.05217654,1520185.05217654
13231,1521910.11738243,1521910.11738243,1521910.11738243
13241,1523635.83461436,1523635.83461436,1523635.83461436
13251,1525362.20362608,1525362.20362608,1525362.20362608
13261,1527089.22417159,1527089.22417159,1527089.22417159
13271,1528816.89600521,1528816.89600521,1528816.89600521
13281,1530545.21888149,1530545.21888149,1530545.21888149
13291,1532274.1925553,1532274.1925553,1532274.1925553
13301,1534003.81678176,1534003.81678176,1534003.81678176
13311,1535734.09131627,1535734.09131627,1535734.09131627
13321,1537465.01591451,1537465.01591451,1537465.01591451
13331,1539196.59033244,1539196.59033244,1539196.59033244
13341,1540928.81432628,1540928.81432628,1540928.81432628
13351,1542661.68765255,1542661.68765255,1542661.68765255
13361,1544395.21006801,1544395.21006801,1544395.21006801
13371,1546129.38132971,1546129.38132971,1546129.38132971
13381,1547864.20119499,1547864.20119499,1547864.20119499
13391,1549599.66942143,1549599.66942143,1549599.66942143
13401,1551335.7857669,1551335.7857669,1551335.7857669
13411,1553072.54998954,1553072.54998954,1553072.54998954
13421,1554809.96184775,1554809.96184775,1554809.96184775
13431,1556548.02110022,1556548.02110022,1556548.02110022
13441,1558286.72750589,1558286.72750589,1558286.72750589
13451,1560026.08082397,1560026.08082397,1560026.08082397
13461,1561766.08081396,1561766.08081396,1561766.08081396
13471,1563506.72723561,1563506.72723561,1563506.72723561
13481,1565248.01984893,1565248.01984893,1565248.01984893
13491,1566989.95841422,1566989.95841422,1566989.95841422
13501,1568732.54269203,1568732.54269203,1568732.54269203
13511,1570475.77244318,1570475.77244318,1570475.77244318
13521,1572219.64742876,1572219.64742876,1572219.64742876
13531,1573964.16741011,1573964.16741011,1573964.16741011
13541,1575709.33214886,1575709.33214886,1575709.33214886
13551,1577455.14140688,1577455.14140688,1577455.14140688
13561,1579201.59494632,1579201.59494632,1579201.59494632
13571,1580948.69252958,1580948.69252958,1580948.69252958
13581,1582696.43391934,1582696.43391934,1582696.43391934
13591,1584444.81887852,1584444.81887852,1584444.81887852
13601,1586193.84717033,1586193.84717033,1586193.84717033
13611,1587943.5185582,1587943.5185582,1587943.5185582
13621,1589693.83280586,1589693.83280586,1589693.83280586
13631,1591444.78967729,1591444.78967729,1591444.78967729
13641,1593196.38893672,1593196.38893672,1593196.38893672
13651,1594948.63034864,1594948.63034864,1594948.63034864
13661,1596701.51367781,1596701.51367781,1596701.51367781
13671,1598455.03868923,1598455.03868923,1598455.03868923
13681,1600209.20514819,1600209.20514819,1600209.20514819
13691,1601964.0128202,1601964.0128202,1601964.0128202
13701,1603719.46147105,1603719.46147105,1603719.46147105
13711,1605475.55086678,1605475.55086678,1605475.55086678
13721,1607232.28077369,1607232.28077369,1607232.28077369
13731,1608989.65095833,1608989.65095833,1608989.65095833
13741,1610747.6611875,1610747.6611875,1610747.6611875
13751,1612506.31122827,1612506.31122827,1612506.31122827
13761,1614265.60084795,1614265.60084795,1614265.60084795
13771,1616025.52981412,1616025.52981412,1616025.52981412
13781,1617786.09789459,1617786.09789459,1617786.09789459
13791,1619547.30485744,1619547.30485744,1619547.30485744
13801,1621309.150471,1621309.150471,1621309.150471
13811,1623071.63450385,1623071.63450385,1623071.63450385
13821,1624834.75672482,1624834.75672482,1624834.75672482
13831,1626598.51690299,1626598.51690299,1626598.51690299
13841,1628362.91480769,1628362.91480769,1628362.91480769
13851,1630127.95020851,1630127.95020851,1630127.95020851
13861,1631893.62287528,1631893.62287528,1631893.62287528
13871,1633659.93257807,1633659.93257807,1633659.93257807
13881,1635426.87908723,1635426.87908723,1635426.87908723
13891,1637194.46217332,1637194.46217332,1637194.46217332
13901,1638962.68160718,1638962.68160718,1638962.68160718
13911,1640731.53715987,1640731.53715987,1640731.53715987
13921,1642501.02860272,1642501.02860272,1642501.02860272
13931,1644271.15570729,1644271.15570729,1644271.15570729
13941,1646041.9182454,1646041.9182454,1646041.9182454
13951,1647813.3159891,1647813.3159891,1647813.3159891
13961,1649585.3487107,1649585.3487107,1649585.3487107
13971,1651358.01618274,1651358.01618274,1651358.01618274
13981,1653131.31817802,1653131.31817802,1653131.31817802
13991,1654905.25446957,1654905.25446957,1654905.25446957
14001,1656679.82483068,1656679.82483068,1656679.82483068
