"pa","mpc1","mpc2","mpc3"
30221,5253675.52137178,5253675.52137178,5253675.52137178
30231,5256283.36530585,5256283.36530585,5256283.36530585
30241,5258891.6405951,5258891.6405951,5258891.6405951
30251,5261500.34716819,5261500.34716819,5261500.34716819
30261,5264109.48495384,5264109.48495384,5264109.48495384
30271,5266719.05388079,5266719.05388079,5266719.05388079
30281,5269329.05387783,5269329.05387783,5269329.05387783
30291,5271939.48487376,5271939.48487376,5271939.48487376
30301,5274550.34679744,5274550.34679744,5274550.34679744
30311,5277161.63957776,5277161.63957776,5277161.63957776
30321,5279773.36314363,5279773.36314363,5279773.36314363
30331,5282385.51742402,5282385.51742402,5282385.51742402
30341,5284998.10234791,5284998.10234791,5284998.10234791
30351,5287611.11784433,5287611.11784433,5287611.11784433
30361,5290224.56384235,5290224.56384235,5290224.56384235
30371,5292838.44027106,5292838.44027106,5292838.44027106
30381,5295452.74705959,5295452.74705959,5295452.74705959
30391,5298067.48413712,5298067.48413712,5298067.48413712
30401,5300682.65143283,5300682.65143283,5300682.65143283
30411,5303298.24887598,5303298.24887598,5303298.24887598
30421,5305914.27639582,5305914.27639582,5305914.27639582
30431,5308530.73392168,5308530.73392168,5308530.73392168
30441,5311147.62138288,5311147.62138288,5311147.62138288
30451,5313764.93870881,5313764.93870881,5313764.93870881
30461,5316382.68582887,5316382.68582887,5316382.68582887
30471,5319000.86267252,5319000.86267252,5319000.86267252
30481,5321619.46916923,5321619.46916923,5321619.46916923
30491,5324238.50524852,5324238.50524852,5324238.50524852
30501,5326857.97083994,5326857.97083994,5326857.97083994
30511,5329477.86587307,5329477.86587307,5329477.86587307
30521,5332098.19027754,5332098.19027754,5332098.19027754
30531,5334718.94398299,5334718.94398299,5334718.94398299
30541,5337340.12691912,5337340.12691912,5337340.12691912
30551,5339961.73901565,5339961.73901565,5339961.73901565
30561,5342583.78020233,5342583.78020233,5342583.78020233
30571,5345206.25040896,5345206.25040896,5345206.25040896
30581,5347829.14956536,5347829.14956536,5347829.14956536
30591,5350452.4776014,5350452.4776014,5350452.4776014
30601,5353076.23444697,5353076.23444697,5353076.23444697
30611,5355700.420032,5355700.420032,5355700.420032
30621,5358325.03428646,5358325.03428646,5358325.03428646
30631,5360950.07714034,5360950.07714034,5360950.07714034
30641,5363575.54852367,5363575.54852367,5363575.54852367
30651,5366201.44836653,5366201.44836653,5366201.44836653
30661,5368827.776599,5368827.776599,5368827.776599
30671,5371454.53315124,5371454.53315124,5371454.53315124
30681,5374081.7179534,5374081.7179534,5374081.7179534
30691,5376709.3309357,5376709.3309357,5376709.3309357
30701,5379337.37202836,5379337.37202836,5379337.37202836
30711,5381965.84116167,5381965.84116167,5381965.84116167
30721,5384594.73826592,5384594.73826592,5384594.73826592
30731,5387224.06327145,5387224.06327145,5387224.06327145
30741,5389853.81610865,5389853.81610865,5389853.81610865
30751,5392483.99670792,5392483.99670792,5392483.99670792
30761,5395114.60499969,5395114.60499969,5395114.60499969
30771,5397745.64091446,5397745.64091446,5397745.64091446
30781,5400377.10438271,5400377.10438271,5400377.10438271
30791,5403008.99533501,5403008.99533501,5403008.99533501
30801,5405641.31370192,5405641.31370192,5405641.31370192
30811,5408274.05941406,5408274.05941406,5408274.05941406
30821,5410907.23240207,5410907.23240207,5410907.23240207
30831,5413540.83259663,5413540.83259663,5413540.83259663
30841,5416174.85992845,5416174.85992845,5416174.85992845
30851,5418809.31432829,5418809.31432829,5418809.31432829
30861,5421444.19572691,5421444.19572691,5421444.19572691
30871,5424079.50405513,5424079.50405513,5424079.50405513
30881,5426715.23924381,5426715.23924381,5426715.23924381
30891,5429351.40122381,5429351.40122381,5429351.40122381
30901,5431987.98992606,5431987.98992606,5431987.98992606
30911,5434625.00528151,5434625.00528151,5434625.00528151
30921,5437262.44722112,5437262.44722112,5437262.44722112
30931,5439900.31567592,5439900.31567592,5439900.31567592
30941,5442538.61057696,5442538.61057696,5442538.61057696
30951,5445177.33185532,5445177.33185532,5445177.33185532
30961,5447816.47944211,5447816.47944211,5447816.47944211
30971,5450456.05326848,5450456.05326848,5450456.05326848
30981,5453096.05326561,5453096.05326561,5453096.05326561
30991,5455736.47936472,5455736.47936472,5455736.47936472
31001,5458377.33149706,5458377.33149706,5458377.33149706
31011,5461018.60959391,5461018.60959391,5461018.60959391
31021,5463660.31358658,5463660.31358658,5463660.31358658
31031,5466302.44340642,5466302.44340642,5466302.44340642
31041,5468944.99898481,5468944.99898481,5468944.99898481
31051,5471587.98025317,5471587.98025317,5471587.98025317
31061,5474231.38714295,5474231.38714295,5474231.38714295
31071,5476875.21958562,5476875.21958562,5476875.21958562
31081,5479519.47751269,5479519.47751269,5479519.47751269
31091,5482164.16085573,5482164.16085573,5482164.16085573
31101,5484809.2695463,5484809.2695463,5484809.2695463
31111,5487454.80351602,5487454.80351602,5487454.80351602
31121,5490100.76269653,5490100.76269653,5490100.76269653
31131,5492747.14701951,5492747.14701951,5492747.14701951
31141,5495393.95641668,5495393.95641668,5495393.95641668
31151,5498041.19081978,5498041.19081978,5498041.19081978
31161,5500688.85016059,5500688.85016059,5500688.85016059
31171,5503336.93437091,5503336.93437091,5503336.93437091
31181,5505985.44338259,5505985.44338259,5505985.44338259
31191,5508634.37712751,5508634.37712751,5508634.37712751
31201,5511283.73553757,5511283.73553757,5511283.73553757
31211,5513933.51854472,5513933.51854472,5513933.51854472
31221,5516583.72608093,5516583.72608093,5516583.72608093
31231,5519234.35807821,5519234.35807821,5519234.35807821
31241,5521885.41446859,5521885.41446859,5521885.41446859
31251,5524536.89518416,5524536.89518416,5524536.89518416
31261,5527188.800157,5527188.800157,5527188.800157
31271,5529841.12931927,5529841.12931927,5529841.12931927
31281,5532493.88260312,5532493.88260312,5532493.88260312
31291,5535147.05994077,5535147.05994077,5535147.05994077
31301,5537800.66126445,5537800.66126445,5537800.66126445
31311,5540454.68650643,5540454.68650643,5540454.68650643
31321,5543109.13559899,5543109.13559899,5543109.13559899
31331,5545764.00847449,5545764.00847449,5545764.00847449
31341,5548419.30506527,5548419.30506527,5548419.30506527
31351,5551075.02530375,5551075.02530375,5551075.02530375
31361,5553731.16912234,5553731.16912234,5553731.16912234
31371,5556387.73645351,5556387.73645351,5556387.73645351
31381,5559044.72722976,5559044.72722976,5559044.72722976
31391,5561702.14138361,5561702.14138361,5561702.14138361
31401,5564359.97884761,5564359.97884761,5564359.97884761
31411,5567018.23955437,5567018.23955437,5567018.23955437
31421,5569676.92343649,5569676.92343649,5569676.92343649
31431,5572336.03042665,5572336.03042665,5572336.03042665
31441,5574995.56045751,5574995.56045751,5574995.56045751
31451,5577655.51346182,5577655.51346182,5577655.51346182
31461,5580315.8893723,5580315.8893723,5580315.8893723
31471,5582976.68812176,5582976.68812176,5582976.68812176
31481,5585637.909643,5585637.909643,5585637.909643
31491,5588299.55386887,5588299.55386887,5588299.55386887
31501,5590961.62073225,5590961.62073225,5590961.62073225
31511,5593624.11016606,5593624.11016606,5593624.11016606
31521,5596287.02210323,5596287.02210323,5596287.02210323
31531,5598950.35647674,5598950.35647674,5598950.35647674
31541,5601614.1132196,5601614.1132196,5601614.1132196
31551,5604278.29226485,5604278.29226485,5604278.29226485
31561,5606942.89354555,5606942.89354555,5606942.89354555
31571,5609607.91699482,5609607.91699482,5609607.91699482
31581,5612273.36254579,5612273.36254579,5612273.36254579
31591,5614939.23013161,5614939.23013161,5614939.23013161
31601,5617605.5196855,5617605.5196855,5617605.5196855
31611,5620272.23114068,5620272.23114068,5620272.23114068
31621,5622939.3644304,5622939.3644304,5622939.3644304
31631,5625606.91948798,5625606.91948798,5625606.91948798
31641,5628274.89624672,5628274.89624672,5628274.89624672
31651,5630943.29463998,5630943.29463998,5630943.29463998
31661,5633612.11460116,5633612.11460116,5633612.11460116
31671,5636281.35606368,5636281.35606368,5636281.35606368
31681,5638951.01896097,5638951.01896097,5638951.01896097
31691,5641621.10322654,5641621.10322654,5641621.10322654
31701,5644291.60879388,5644291.60879388,5644291.60879388
31711,5646962.53559655,5646962.53559655,5646962.53559655
31721,5649633.88356812,5649633.88356812,5649633.88356812
31731,5652305.6526422,5652305.6526422,5652305.6526422
31741,5654977.84275244,5654977.84275244,5654977.84275244
31751,5657650.45383249,5657650.45383249,5657650.45383249
31761,5660323.48581607,5660323.48581607,5660323.48581607
31771,5662996.93863691,5662996.93863691,5662996.93863691
31781,5665670.81222877,5665670.81222877,5665670.81222877
31791,5668345.10652545,5668345.10652545,5668345.10652545
31801,5671019.82146077,5671019.82146077,5671019.82146077
31811,5673694.95696861,5673694.95696861,5673694.95696861
31821,5676370.51298283,5676370.51298283,5676370.51298283
31831,5679046.48943738,5679046.48943738,5679046.48943738
31841,5681722.88626619,5681722.88626619,5681722.88626619
31851,5684399.70340325,5684399.70340325,5684399.70340325
31861,5687076.94078258,5687076.94078258,5687076.94078258
31871,5689754.59833823,5689754.59833823,5689754.59833823
31881,5692432.67600426,5692432.67600426,5692432.67600426
31891,5695111.17371479,5695111.17371479,5695111.17371479
31901,5697790.09140395,5697790.09140395,5697790.09140395
31911,5700469.42900591,5700469.42900591,5700469.42900591
31921,5703149.18645488,5703149.18645488,5703149.18645488
31931,5705829.36368509,5705829.36368509,5705829.36368509
31941,5708509.96063079,5708509.96063079,5708509.96063079
31951,5711190.97722629,5711190.97722629,5711190.97722629
31961,5713872.4134059,5713872.4134059,5713872.4134059
31971,5716554.26910399,5716554.26910399,5716554.26910399
31981,5719236.54425492,5719236.54425492,5719236.54425492
31991,5721919.23879313,5721919.23879313,5721919.23879313
32001,5724602.35265306,5724602.35265306,5724602.35265306
32011,5727285.88576919,5727285.88576919,5727285.88576919
32021,5729969.83807603,5729969.83807603,5729969.83807603
32031,5732654.20950811,5732654.20950811,5732654.20950811
32041,5735339,5735339,5735339
32051,5738024.20948631,5738024.20948631,5738024.20948631
32061,5740709.83790167,5740709.83790167,5740709.83790167
32071,5743395.88518074,5743395.88518074,5743395.88518074
32081,5746082.3512582,5746082.3512582,5746082.3512582
32091,5748769.2360688,5748769.2360688,5748769.2360688
32101,5751456.53954727,5751456.53954727,5751456.53954727
32111,5754144.2616284,5754144.2616284,5754144.2616284
32121,5756832.402247,5756832.402247,5756832.402247
32131,5759520.96133793,5759520.96133793,5759520.96133793
32141,5762209.93883605,5762209.93883605,5762209.93883605
32151,5764899.33467628,5764899.33467628,5764899.33467628
32161,5767589.14879354,5767589.14879354,5767589.14879354
32171,5770279.38112281,5770279.38112281,5770279.38112281
32181,5772970.03159907,5772970.03159907,5772970.03159907
32191,5775661.10015737,5775661.10015737,5775661.10015737
32201,5778352.58673274,5778352.58673274,5778352.58673274
32211,5781044.49126029,5781044.49126029,5781044.49126029
32221,5783736.81367513,5783736.81367513,5783736.81367513
32231,5786429.55391241,5786429.55391241,5786429.55391241
32241,5789122.71190731,5789122.71190731,5789122.71190731
32251,5791816.28759502,5791816.28759502,5791816.28759502
32261,5794510.2809108,5794510.2809108,5794510.2809108
32271,5797204.69178991,5797204.69178991,5797204.69178991
32281,5799899.52016766,5799899.52016766,5799899.52016766
32291,5802594.76597935,5802594.76597935,5802594.76597935
32301,5805290.42916037,5805290.42916037,5805290.42916037
32311,5807986.50964609,5807986.50964609,5807986.50964609
32321,5810683.00737194,5810683.00737194,5810683.00737194
32331,5813379.92227336,5813379.92227336,5813379.92227336
32341,5816077.25428583,5816077.25428583,5816077.25428583
32351,5818775.00334486,5818775.00334486,5818775.00334486
32361,5821473.16938599,5821473.16938599,5821473.16938599
32371,5824171.75234479,5824171.75234479,5824171.75234479
32381,5826870.75215686,5826870.75215686,5826870.75215686
32391,5829570.16875781,5829570.16875781,5829570.16875781
32401,5832270.00208332,5832270.00208332,5832270.00208332
32411,5834970.25206907,5834970.25206907,5834970.25206907
32421,5837670.91865078,5837670.91865078,5837670.91865078
32431,5840372.00176419,5840372.00176419,5840372.00176419
32441,5843073.50134508,5843073.50134508,5843073.50134508
32451,5845775.41732925,5845775.41732925,5845775.41732925
32461,5848477.74965255,5848477.74965255,5848477.74965255
32471,5851180.49825084,5851180.49825084,5851180.49825084
32481,5853883.66306002,5853883.66306002,5853883.66306002
32491,5856587.24401601,5856587.24401601,5856587.24401601
32501,5859291.24105476,5859291.24105476,5859291.24105476
32511,5861995.65411226,5861995.65411226,5861995.65411226
32521,5864700.48312452,5864700.48312452,5864700.48312452
32531,5867405.72802759,5867405.72802759,5867405.72802759
32541,5870111.38875754,5870111.38875754,5870111.38875754
32551,5872817.46525047,5872817.46525047,5872817.46525047
32561,5875523.95744252,5875523.95744252,5875523.95744252
32571,5878230.86526984,5878230.86526984,5878230.86526984
32581,5880938.18866862,5880938.18866862,5880938.18866862
32591,5883645.9275751,5883645.9275751,5883645.9275751
32601,5886354.0819255,5886354.0819255,5886354.0819255
32611,5889062.65165612,5889062.65165612,5889062.65165612
32621,5891771.63670326,5891771.63670326,5891771.63670326
32631,5894481.03700326,5894481.03700326,5894481.03700326
32641,5897190.85249248,5897190.85249248,5897190.85249248
32651,5899901.08310733,5899901.08310733,5899901.08310733
32661,5902611.72878422,5902611.72878422,5902611.72878422
32671,5905322.78945961,5905322.78945961,5905322.78945961
32681,5908034.26506998,5908034.26506998,5908034.26506998
32691,5910746.15555185,5910746.15555185,5910746.15555185
32701,5913458.46084176,5913458.46084176,5913458.46084176
32711,5916171.18087628,5916171.18087628,5916171.18087628
32721,5918884.315592,5918884.315592,5918884.315592
32731,5921597.86492556,5921597.86492556,5921597.86492556
32741,5924311.82881362,5924311.82881362,5924311.82881362
32751,5927026.20719286,5927026.20719286,5927026.20719286
32761,5929741,5929741,5929741
32771,5932456.20717178,5932456.20717178,5932456.20717178
32781,5935171.82864498,5935171.82864498,5935171.82864498
32791,5937887.8643564,5937887.8643564,5937887.8643564
32801,5940604.31424287,5940604.31424287,5940604.31424287
32811,5943321.17824125,5943321.17824125,5943321.17824125
32821,5946038.45628844,5946038.45628844,5946038.45628844
32831,5948756.14832134,5948756.14832134,5948756.14832134
32841,5951474.25427692,5951474.25427692,5951474.25427692
32851,5954192.77409214,5954192.77409214,5954192.77409214
32861,5956911.707704,5956911.707704,5956911.707704
32871,5959631.05504955,5959631.05504955,5959631.05504955
32881,5962350.81606584,5962350.81606584,5962350.81606584
32891,5965070.99068997,5965070.99068997,5965070.99068997
32901,5967791.57885905,5967791.57885905,5967791.57885905
32911,5970512.58051024,5970512.58051024,5970512.58051024
32921,5973233.9955807,5973233.9955807,5973233.9955807
32931,5975955.82400765,5975955.82400765,5975955.82400765
32941,5978678.06572833,5978678.06572833,5978678.06572833
32951,5981400.72067998,5981400.72067998,5981400.72067998
32961,5984123.78879991,5984123.78879991,5984123.78879991
32971,5986847.27002543,5986847.27002543,5986847.27002543
32981,5989571.1642939,5989571.1642939,5989571.1642939
32991,5992295.47154269,5992295.47154269,5992295.47154269
33001,5995020.1917092,5995020.1917092,5995020.1917092
33011,5997745.32473087,5997745.32473087,5997745.32473087
33021,6000470.87054516,6000470.87054516,6000470.87054516
33031,6003196.82908956,6003196.82908956,6003196.82908956
33041,6005923.2003016,6005923.2003016,6005923.2003016
33051,6008649.98411881,6008649.98411881,6008649.98411881
33061,6011377.18047878,6011377.18047878,6011377.18047878
33071,6014104.78931911,6014104.78931911,6014104.78931911
33081,6016832.81057742,6016832.81057742,6016832.81057742
33091,6019561.24419139,6019561.24419139,6019561.24419139
33101,6022290.0900987,6022290.0900987,6022290.0900987
33111,6025019.34823707,6025019.34823707,6025019.34823707
33121,6027749.01854424,6027749.01854424,6027749.01854424
33131,6030479.10095798,6030479.10095798,6030479.10095798
33141,6033209.59541611,6033209.59541611,6033209.59541611
33151,6035940.50185644,6035940.50185644,6035940.50185644
33161,6038671.82021684,6038671.82021684,6038671.82021684
33171,6041403.5504352,6041403.5504352,6041403.5504352
33181,6044135.69244942,6044135.69244942,6044135.69244942
33191,6046868.24619745,6046868.24619745,6046868.24619745
33201,6049601.21161726,6049601.21161726,6049601.21161726
33211,6052334.58864685,6052334.58864685,6052334.58864685
33221,6055068.37722424,6055068.37722424,6055068.37722424
33231,6057802.57728749,6057802.57728749,6057802.57728749
33241,6060537.18877469,6060537.18877469,6060537.18877469
33251,6063272.21162394,6063272.21162394,6063272.21162394
33261,6066007.64577337,6066007.64577337,6066007.64577337
33271,6068743.49116116,6068743.49116116,6068743.49116116
33281,6071479.74772551,6071479.74772551,6071479.74772551
33291,6074216.41540462,6074216.41540462,6074216.41540462
33301,6076953.49413676,6076953.49413676,6076953.49413676
33311,6079690.9838602,6079690.9838602,6079690.9838602
33321,6082428.88451324,6082428.88451324,6082428.88451324
33331,6085167.19603422,6085167.19603422,6085167.19603422
33341,6087905.9183615,6087905.9183615,6087905.9183615
33351,6090645.05143347,6090645.05143347,6090645.05143347
33361,6093384.59518854,6093384.59518854,6093384.59518854
33371,6096124.54956516,6096124.54956516,6096124.54956516
33381,6098864.9145018,6098864.9145018,6098864.9145018
33391,6101605.68993695,6101605.68993695,6101605.68993695
33401,6104346.87580916,6104346.87580916,6104346.87580916
33411,6107088.47205696,6107088.47205696,6107088.47205696
33421,6109830.47861894,6109830.47861894,6109830.47861894
33431,6112572.89543372,6112572.89543372,6112572.89543372
33441,6115315.72243993,6115315.72243993,6115315.72243993
33451,6118058.95957623,6118058.95957623,6118058.95957623
33461,6120802.60678132,6120802.60678132,6120802.60678132
33471,6123546.66399391,6123546.66399391,6123546.66399391
33481,6126291.13115276,6126291.13115276,6126291.13115276
33491,6129036.00819664,6129036.00819664,6129036.00819664
33501,6131781.29506435,6131781.29506435,6131781.29506435
33511,6134526.99169471,6134526.99169471,6134526.99169471
33521,6137273.0980266,6137273.0980266,6137273.0980266
33531,6140019.61399888,6140019.61399888,6140019.61399888
33541,6142766.53955048,6142766.53955048,6142766.53955048
33551,6145513.87462033,6145513.87462033,6145513.87462033
33561,6148261.6191474,6148261.6191474,6148261.6191474
33571,6151009.77307068,6151009.77307068,6151009.77307068
33581,6153758.33632919,6153758.33632919,6153758.33632919
33591,6156507.30886198,6156507.30886198,6156507.30886198
33601,6159256.69060813,6159256.69060813,6159256.69060813
33611,6162006.48150673,6162006.48150673,6162006.48150673
33621,6164756.68149693,6164756.68149693,6164756.68149693
33631,6167507.29051786,6167507.29051786,6167507.29051786
33641,6170258.30850873,6170258.30850873,6170258.30850873
33651,6173009.73540873,6173009.73540873,6173009.73540873
33661,6175761.57115712,6175761.57115712,6175761.57115712
33671,6178513.81569314,6178513.81569314,6178513.81569314
33681,6181266.4689561,6181266.4689561,6181266.4689561
33691,6184019.53088531,6184019.53088531,6184019.53088531
33701,6186773.00142013,6186773.00142013,6186773.00142013
33711,6189526.88049991,6189526.88049991,6189526.88049991
33721,6192281.16806408,6192281.16806408,6192281.16806408
33731,6195035.86405204,6195035.86405204,6195035.86405204
33741,6197790.96840326,6197790.96840326,6197790.96840326
33751,6200546.48105721,6200546.48105721,6200546.48105721
33761,6203302.40195342,6203302.40195342,6203302.40195342
33771,6206058.73103139,6206058.73103139,6206058.73103139
33781,6208815.46823072,6208815.46823072,6208815.46823072
33791,6211572.61349097,6211572.61349097,6211572.61349097
33801,6214330.16675176,6214330.16675176,6214330.16675176
33811,6217088.12795275,6217088.12795275,6217088.12795275
33821,6219846.49703359,6219846.49703359,6219846.49703359
33831,6222605.27393398,6222605.27393398,6222605.27393398
33841,6225364.45859365,6225364.45859365,6225364.45859365
33851,6228124.05095234,6228124.05095234,6228124.05095234
33861,6230884.05094983,6230884.05094983,6230884.05094983
33871,6233644.45852593,6233644.45852593,6233644.45852593
33881,6236405.27362045,6236405.27362045,6236405.27362045
33891,6239166.49617327,6239166.49617327,6239166.49617327
33901,6241928.12612425,6241928.12612425,6241928.12612425
33911,6244690.16341331,6244690.16341331,6244690.16341331
33921,6247452.60798039,6247452.60798039,6247452.60798039
33931,6250215.45976545,6250215.45976545,6250215.45976545
33941,6252978.71870847,6252978.71870847,6252978.71870847
33951,6255742.38474947,6255742.38474947,6255742.38474947
33961,6258506.4578285,6258506.4578285,6258506.4578285
33971,6261270.93788561,6261270.93788561,6261270.93788561
33981,6264035.82486092,6264035.82486092,6264035.82486092
33991,6266801.11869453,6266801.11869453,6266801.11869453
34001,6269566.8193266,6269566.8193266,6269566.8193266
34011,6272332.92669729,6272332.92669729,6272332.92669729
34021,6275099.44074681,6275099.44074681,6275099.44074681
34031,6277866.3614154,6277866.3614154,6277866.3614154
34041,6280633.68864329,6280633.68864329,6280633.68864329
34051,6283401.42237077,6283401.42237077,6283401.42237077
34061,6286169.56253814,6286169.56253814,6286169.56253814
34071,6288938.10908575,6288938.10908575,6288938.10908575
34081,6291707.06195393,6291707.06195393,6291707.06195393
34091,6294476.42108309,6294476.42108309,6294476.42108309
34101,6297246.18641363,6297246.18641363,6297246.18641363
34111,6300016.35788599,6300016.35788599,6300016.35788599
34121,6302786.93544062,6302786.93544062,6302786.93544062
34131,6305557.91901803,6305557.91901803,6305557.91901803
34141,6308329.30855872,6308329.30855872,6308329.30855872
34151,6311101.10400325,6311101.10400325,6311101.10400325
34161,6313873.30529216,6313873.30529216,6313873.30529216
34171,6316645.91236607,6316645.91236607,6316645.91236607
34181,6319418.92516559,6319418.92516559,6319418.92516559
34191,6322192.34363136,6322192.34363136,6322192.34363136
34201,6324966.16770406,6324966.16770406,6324966.16770406
34211,6327740.39732439,6327740.39732439,6327740.39732439
34221,6330515.03243306,6330515.03243306,6330515.03243306
34231,6333290.07297084,6333290.07297084,6333290.07297084
34241,6336065.51887849,6336065.51887849,6336065.51887849
34251,6338841.37009683,6338841.37009683,6338841.37009683
34261,6341617.62656666,6341617.62656666,6341617.62656666
34271,6344394.28822886,6344394.28822886,6344394.28822886
34281,6347171.3550243,6347171.3550243,6347171.3550243
34291,6349948.82689388,6349948.82689388,6349948.82689388
34301,6352726.70377854,6352726.70377854,6352726.70377854
34311,6355504.98561924,6355504.98561924,6355504.98561924
34321,6358283.67235695,6358283.67235695,6358283.67235695
34331,6361062.76393269,6361062.76393269,6361062.76393269
34341,6363842.26028749,6363842.26028749,6363842.26028749
34351,6366622.16136241,6366622.16136241,6366622.16136241
34361,6369402.46709854,6369402.46709854,6369402.46709854
34371,6372183.17743699,6372183.17743699,6372183.17743699
34381,6374964.2923189,6374964.2923189,6374964.2923189
34391,6377745.81168543,6377745.81168543,6377745.81168543
34401,6380527.73547776,6380527.73547776,6380527.73547776
34411,6383310.06363713,6383310.06363713,6383310.06363713
34421,6386092.79610475,6386092.79610475,6386092.79610475
34431,6388875.93282191,6388875.93282191,6388875.93282191
34441,6391659.47372989,6391659.47372989,6391659.47372989
34451,6394443.41877,6394443.41877,6394443.41877
34461,6397227.7678836,6397227.7678836,6397227.7678836
34471,6400012.52101205,6400012.52101205,6400012.52101205
34481,6402797.67809674,6402797.67809674,6402797.67809674
34491,6405583.23907909,6405583.23907909,6405583.23907909
34501,6408369.20390055,6408369.20390055,6408369.20390055
34511,6411155.57250259,6411155.57250259,6411155.57250259
34521,6413942.3448267,6413942.3448267,6413942.3448267
34531,6416729.5208144,6416729.5208144,6416729.5208144
34541,6419517.10040724,6419517.10040724,6419517.10040724
34551,6422305.08354679,6422305.08354679,6422305.08354679
34561,6425093.47017466,6425093.47017466,6425093.47017466
34571,6427882.26023245,6427882.26023245,6427882.26023245
34581,6430671.45366182,6430671.45366182,6430671.45366182
34591,6433461.05040444,6433461.05040444,6433461.05040444
34601,6436251.05040201,6436251.05040201,6436251.05040201
34611,6439041.45359626,6439041.45359626,6439041.45359626
34621,6441832.25992892,6441832.25992892,6441832.25992892
34631,6444623.46934179,6444623.46934179,6444623.46934179
34641,6447415.08177665,6447415.08177665,6447415.08177665
34651,6450207.09717533,6450207.09717533,6450207.09717533
34661,6452999.51547968,6452999.51547968,6452999.51547968
34671,6455792.33663158,6455792.33663158,6455792.33663158
34681,6458585.56057292,6458585.56057292,6458585.56057292
34691,6461379.18724563,6461379.18724563,6461379.18724563
34701,6464173.21659166,6464173.21659166,6464173.21659166
34711,6466967.64855299,6466967.64855299,6466967.64855299
34721,6469762.48307162,6469762.48307162,6469762.48307162
34731,6472557.72008956,6472557.72008956,6472557.72008956
34741,6475353.35954888,6475353.35954888,6475353.35954888
34751,6478149.40139165,6478149.40139165,6478149.40139165
34761,6480945.84555997,6480945.84555997,6480945.84555997
34771,6483742.69199596,6483742.69199596,6483742.69199596
34781,6486539.94064177,6486539.94064177,6486539.94064177
34791,6489337.59143959,6489337.59143959,6489337.59143959
34801,6492135.64433161,6492135.64433161,6492135.64433161
34811,6494934.09926005,6494934.09926005,6494934.09926005
34821,6497732.95616717,6497732.95616717,6497732.95616717
34831,6500532.21499525,6500532.21499525,6500532.21499525
34841,6503331.87568657,6503331.87568657,6503331.87568657
34851,6506131.93818347,6506131.93818347,6506131.93818347
34861,6508932.4024283,6508932.4024283,6508932.4024283
34871,6511733.26836342,6511733.26836342,6511733.26836342
34881,6514534.53593125,6514534.53593125,6514534.53593125
34891,6517336.2050742,6517336.2050742,6517336.2050742
34901,6520138.27573473,6520138.27573473,6520138.27573473
34911,6522940.74785529,6522940.74785529,6522940.74785529
34921,6525743.62137841,6525743.62137841,6525743.62137841
34931,6528546.89624659,6528546.89624659,6528546.89624659
34941,6531350.57240239,6531350.57240239,6531350.57240239
34951,6534154.64978837,6534154.64978837,6534154.64978837
34961,6536959.12834714,6536959.12834714,6536959.12834714
34971,6539764.00802131,6539764.00802131,6539764.00802131
34981,6542569.28875354,6542569.28875354,6542569.28875354
34991,6545374.97048649,6545374.97048649,6545374.97048649
35001,6548181.05316286,6548181.05316286,6548181.05316286
35011,6550987.53672536,6550987.53672536,6550987.53672536
35021,6553794.42111675,6553794.42111675,6553794.42111675
35031,6556601.70627979,6556601.70627979,6556601.70627979
35041,6559409.39215727,6559409.39215727,6559409.39215727
35051,6562217.47869202,6562217.47869202,6562217.47869202
35061,6565025.96582687,6565025.96582687,6565025.96582687
35071,6567834.85350469,6567834.85350469,6567834.85350469
35081,6570644.14166838,6570644.14166838,6570644.14166838
35091,6573453.83026085,6573453.83026085,6573453.83026085
35101,6576263.91922503,6576263.91922503,6576263.91922503
35111,6579074.4085039,6579074.4085039,6579074.4085039
35121,6581885.29804045,6581885.29804045,6581885.29804045
35131,6584696.58777768,6584696.58777768,6584696.58777768
35141,6587508.27765863,6587508.27765863,6587508.27765863
35151,6590320.36762637,6590320.36762637,6590320.36762637
35161,6593132.85762398,6593132.85762398,6593132.85762398
35171,6595945.74759458,6595945.74759458,6595945.74759458
35181,6598759.03748129,6598759.03748129,6598759.03748129
35191,6601572.72722728,6601572.72722728,6601572.72722728
35201,6604386.81677573,6604386.81677573,6604386.81677573
35211,6607201.30606984,6607201.30606984,6607201.30606984
35221,6610016.19505285,6610016.19505285,6610016.19505285
35231,6612831.48366802,6612831.48366802,6612831.48366802
35241,6615647.17185862,6615647.17185862,6615647.17185862
35251,6618463.25956796,6618463.25956796,6618463.25956796
35261,6621279.74673937,6621279.74673937,6621279.74673937
35271,6624096.6333162,6624096.6333162,6624096.6333162
35281,6626913.91924182,6626913.91924182,6626913.91924182
35291,6629731.60445964,6629731.60445964,6629731.60445964
35301,6632549.68891308,6632549.68891308,6632549.68891308
35311,6635368.17254559,6635368.17254559,6635368.17254559
35321,6638187.05530064,6638187.05530064,6638187.05530064
35331,6641006.33712173,6641006.33712173,6641006.33712173
35341,6643826.01795238,6643826.01795238,6643826.01795238
35351,6646646.09773614,6646646.09773614,6646646.09773614
35361,6649466.57641656,6649466.57641656,6649466.57641656
35371,6652287.45393725,6652287.45393725,6652287.45393725
35381,6655108.73024183,6655108.73024183,6655108.73024183
35391,6657930.40527392,6657930.40527392,6657930.40527392
35401,6660752.47897721,6660752.47897721,6660752.47897721
